task_id,work_id,start_time,end_time,music,finished,interruptions,noise,meetings,breaks,progress
3077.0,1858657158.0,1541317698061.0,1541317698762.0,0.0,0.0,0.0,0.5847571277276787,2.0,0.0,0.9916054560948557
3078.0,2464389617.0,1541317698331.0,1541317699138.0,1.0,0.0,0.0,0.4666367513805352,1.0,0.0,0.6181312022973693
3079.0,800521451.0,1541317699235.0,1541317700435.0,0.0,0.0,5.0,1.0,0.0,2.0,0.3723999982577124
3080.0,2968478563.0,1541317699153.0,1541317699176.0,0.0,0.0,6.0,0.6158690372713479,0.0,1.0,0.7540255237571764
3081.0,3516351432.0,1541317698631.0,1541317699059.0,0.0,0.0,4.0,0.0,3.0,12.0,0.771074244357531
3082.0,999605612.0,1541317698513.0,1541317699037.0,0.0,0.0,6.0,0.15034490203755113,0.0,4.0,0.48322501512804206
3083.0,2761020365.0,1541317698524.0,1541317699096.0,0.0,0.0,2.0,0.6145611750929358,1.0,3.0,1.0
3084.0,1096960372.0,1541317699360.0,1541317699738.0,0.0,0.0,5.0,0.468233252308071,4.0,9.0,0.7530918146516992
3085.0,1989401994.0,1541317698107.0,1541317698366.0,0.0,0.0,3.0,0.8655736224835483,3.0,0.0,1.0
3086.0,1882071974.0,1541317698417.0,1541317698469.0,0.0,0.0,3.0,0.3357253189193872,2.0,4.0,0.7039077971591863
3087.0,2284475456.0,1541317698936.0,1541317699560.0,1.0,0.0,5.0,0.758162991039251,0.0,8.0,0.8804602315486298
3088.0,3599707646.0,1541317699106.0,1541317698907.0,0.0,0.0,1.0,0.0,2.0,3.0,0.5406971296628384
3089.0,619616512.0,1541317698927.0,1541317698944.0,0.0,0.0,0.0,0.0,1.0,6.0,0.791043907331244
3090.0,3757813058.0,1541317698257.0,1541317698330.0,0.0,0.0,4.0,1.0,7.0,12.0,0.8584467176944407
3091.0,1956395515.0,1541317698962.0,1541317699478.0,1.0,0.0,2.0,0.0,0.0,5.0,0.8473907568638325
3092.0,4052841425.0,1541317698727.0,1541317698881.0,0.0,0.0,4.0,0.0,2.0,5.0,1.0
3093.0,3282321916.0,1541317699295.0,1541317699238.0,1.0,0.0,1.0,0.032274259826195986,2.0,2.0,0.41549847502533577
3094.0,805998117.0,1541317698451.0,1541317698388.0,0.0,0.0,4.0,0.778189878134987,4.0,6.0,0.9711873131170596
3095.0,3927783402.0,1541317698681.0,1541317698652.0,0.0,0.0,1.0,0.16862916162023073,2.0,6.0,0.8032555572801365
3096.0,3727246665.0,1541317699242.0,1541317699819.0,0.0,0.0,4.0,0.5602064633667467,3.0,17.0,1.0
3097.0,4293266763.0,1541317699042.0,1541317699783.0,0.0,0.0,0.0,0.5721224214188243,1.0,4.0,0.5530398962069194
3098.0,2184260650.0,1541317698758.0,1541317698914.0,1.0,0.0,7.0,0.22356927838479962,4.0,3.0,0.6645262526878429
3099.0,1375720896.0,1541317699423.0,1541317700999.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0
3100.0,3343097224.0,1541317698291.0,1541317698803.0,0.0,0.0,4.0,0.044422165903729785,2.0,8.0,0.8489110483716692
3101.0,1001851490.0,1541317698741.0,1541317699873.0,0.0,0.0,3.0,1.0,1.0,9.0,0.5302840508361337
3102.0,4219893058.0,1541317699389.0,1541317699937.0,0.0,0.0,7.0,0.8249081308389385,6.0,14.0,0.5045703065433912
3103.0,190242770.0,1541317698705.0,1541317699574.0,1.0,0.0,3.0,0.5745700200186168,2.0,8.0,0.5536026585356548
3104.0,2269362578.0,1541317698910.0,1541317699881.0,0.0,0.0,4.0,0.0,2.0,3.0,0.6842790023689497
3105.0,2506767928.0,1541317698943.0,1541317698947.0,0.0,0.0,5.0,0.06088040422298866,0.0,5.0,0.5597204738321917
3106.0,4148633789.0,1541317699259.0,1541317699896.0,0.0,0.0,2.0,0.0,1.0,3.0,0.6787298255206425
3107.0,935310617.0,1541317698652.0,1541317699023.0,0.0,0.0,5.0,0.0,1.0,5.0,0.35152990779878346
3108.0,1323496350.0,1541317698359.0,1541317699227.0,0.0,0.0,0.0,0.0,2.0,9.0,0.9164571914769278
3109.0,2935939165.0,1541317698866.0,1541317699269.0,0.0,0.0,3.0,0.7232266332834192,0.0,7.0,0.795700601944547
3110.0,3989487666.0,1541317698580.0,1541317699287.0,1.0,0.0,8.0,0.49643964488781067,0.0,14.0,0.47726947891139754
3111.0,986479739.0,1541317698656.0,1541317698387.0,0.0,0.0,2.0,0.4262870221810904,3.0,6.0,0.8343945335328876
3112.0,3283820799.0,1541317699330.0,1541317699596.0,1.0,0.0,2.0,0.7826268733760454,5.0,10.0,0.36543557877103294
3113.0,1576862813.0,1541317699016.0,1541317699408.0,0.0,0.0,2.0,0.0,3.0,3.0,0.7494183779673891
3114.0,4064826536.0,1541317698553.0,1541317699156.0,0.0,0.0,0.0,0.0,7.0,2.0,0.6494042329222364
3115.0,25687673.0,1541317698449.0,1541317698582.0,0.0,0.0,0.0,0.0,4.0,10.0,0.42004302078228234
3116.0,3139777870.0,1541317699363.0,1541317699493.0,0.0,0.0,1.0,0.0734792099739198,4.0,5.0,0.9843303199841504
3117.0,2243000018.0,1541317698468.0,1541317699329.0,0.0,0.0,3.0,0.0,6.0,1.0,0.720958840198812
3118.0,4255352000.0,1541317698741.0,1541317698759.0,0.0,0.0,4.0,0.5657604710365268,1.0,13.0,0.6085747978399617
3119.0,3338368289.0,1541317698533.0,1541317699058.0,0.0,0.0,4.0,0.40595044796719293,6.0,6.0,0.49103600409372317
3120.0,2433855818.0,1541317698810.0,1541317699811.0,0.0,0.0,2.0,0.242231976448461,1.0,14.0,0.9988379113359688
3121.0,2501461159.0,1541317699383.0,1541317699872.0,0.0,0.0,10.0,0.24991037364269816,0.0,9.0,0.5761759917353844
3122.0,1775336841.0,1541317698543.0,1541317699537.0,1.0,0.0,3.0,0.0,1.0,10.0,1.0
3123.0,2710769933.0,1541317699315.0,1541317699780.0,0.0,0.0,4.0,0.5156264363136249,5.0,13.0,0.9034648332474186
3124.0,1170706465.0,1541317699686.0,1541317699407.0,0.0,0.0,1.0,0.0,2.0,9.0,0.9914414037007271
3125.0,2641018451.0,1541317699040.0,1541317699241.0,0.0,0.0,4.0,0.0,7.0,1.0,0.6446959151858723
3126.0,1748039117.0,1541317698437.0,1541317699191.0,0.0,0.0,0.0,0.8044948231024347,3.0,3.0,0.5616841768282386
3127.0,3179097492.0,1541317698649.0,1541317698874.0,0.0,0.0,1.0,0.0,2.0,3.0,0.5389806221237019
3128.0,4228234584.0,1541317699110.0,1541317699737.0,1.0,0.0,9.0,0.0,6.0,5.0,0.6740125968475295
3129.0,3666501089.0,1541317698442.0,1541317698843.0,1.0,0.0,0.0,0.07547717398098264,5.0,4.0,0.4294752954570357
3130.0,2647318017.0,1541317699245.0,1541317699261.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5868912658777614
3131.0,907880759.0,1541317698733.0,1541317699107.0,0.0,0.0,2.0,0.0,7.0,10.0,1.0
3132.0,2450306843.0,1541317698732.0,1541317698458.0,0.0,0.0,5.0,0.40084713757820667,5.0,8.0,0.7220129081803565
3133.0,3428550821.0,1541317698353.0,1541317698217.0,0.0,0.0,0.0,0.0,4.0,8.0,0.6736761422815509
3134.0,635894116.0,1541317699140.0,1541317699785.0,1.0,0.0,3.0,0.0,5.0,10.0,0.4524030034462358
3135.0,1760049651.0,1541317698536.0,1541317698549.0,0.0,0.0,5.0,0.0,5.0,6.0,0.6233001664057265
3136.0,2754434591.0,1541317699324.0,1541317699687.0,0.0,0.0,0.0,0.7987106937358517,4.0,10.0,0.6420182522175454
3137.0,2032352354.0,1541317699014.0,1541317700169.0,0.0,0.0,7.0,0.0,3.0,11.0,0.9404717275526546
3138.0,3136199821.0,1541317698483.0,1541317699326.0,0.0,0.0,4.0,0.3801920258961583,5.0,1.0,0.8132284348155965
3139.0,1866810824.0,1541317698753.0,1541317699484.0,1.0,0.0,2.0,0.6924165128273334,1.0,3.0,0.7324968342368303
3140.0,889965287.0,1541317698966.0,1541317699799.0,0.0,0.0,4.0,0.1887071798660983,2.0,5.0,0.8294479560180237
3141.0,1757884877.0,1541317698442.0,1541317698364.0,0.0,0.0,2.0,0.0,3.0,1.0,0.880607721362229
3142.0,1779837321.0,1541317698999.0,1541317699115.0,0.0,0.0,1.0,0.2998512372818932,2.0,8.0,0.6887766182293269
3143.0,1309321414.0,1541317698104.0,1541317698374.0,1.0,0.0,2.0,0.5184936345741123,3.0,3.0,0.7304326142755395
3144.0,2145670801.0,1541317699085.0,1541317699855.0,0.0,0.0,0.0,0.1878646002469218,0.0,0.0,0.7420628656759242
3145.0,1777506870.0,1541317698478.0,1541317699381.0,1.0,0.0,9.0,0.15358135331645711,3.0,8.0,0.6737060268246308
3146.0,1310320389.0,1541317699659.0,1541317700114.0,1.0,0.0,1.0,0.1322185366349373,8.0,1.0,0.39493592269599964
3147.0,3466579559.0,1541317698221.0,1541317698451.0,1.0,0.0,3.0,0.42898536469656323,2.0,5.0,0.4864026659830275
3148.0,2555754413.0,1541317698363.0,1541317699511.0,1.0,0.0,6.0,0.15440851430373714,1.0,2.0,0.8841970311224663
3149.0,442297005.0,1541317698253.0,1541317698872.0,1.0,0.0,7.0,0.0,1.0,12.0,0.6949796323433053
3150.0,2959279346.0,1541317699211.0,1541317700010.0,0.0,0.0,1.0,0.6448567139321039,2.0,10.0,0.7965978524452172
3151.0,1734738238.0,1541317698270.0,1541317698863.0,0.0,0.0,4.0,0.0,2.0,9.0,0.7265256922400113
3152.0,2148596055.0,1541317698311.0,1541317697880.0,0.0,0.0,4.0,0.22421339351458616,0.0,11.0,0.6429985316518301
3153.0,223457996.0,1541317699351.0,1541317699385.0,0.0,0.0,1.0,0.34481016091409256,5.0,2.0,0.9452121838387064
3154.0,2006310610.0,1541317698515.0,1541317698882.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7178932478984198
3155.0,3285466653.0,1541317698464.0,1541317699021.0,0.0,0.0,3.0,0.5566603060975738,3.0,6.0,0.30685762223409985
3156.0,628564102.0,1541317699447.0,1541317699446.0,0.0,0.0,7.0,0.28899114671593684,1.0,8.0,0.5184548172990612
3157.0,2727340195.0,1541317699154.0,1541317700147.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5802416185218351
3158.0,1205032659.0,1541317699641.0,1541317699846.0,0.0,0.0,2.0,0.08545421550736346,0.0,6.0,0.8972639164964985
3159.0,1123613361.0,1541317698808.0,1541317699666.0,0.0,0.0,2.0,0.015214457097882383,4.0,7.0,0.7852907764552927
3160.0,1144500941.0,1541317698353.0,1541317699343.0,0.0,0.0,4.0,0.0,4.0,8.0,0.7618285143415909
3161.0,1418637355.0,1541317698886.0,1541317699534.0,1.0,0.0,5.0,1.0,5.0,10.0,0.5632537911188565
3162.0,2380176933.0,1541317699094.0,1541317698965.0,0.0,0.0,2.0,0.6292273946720379,3.0,1.0,0.5813443641099459
3163.0,2169821017.0,1541317698720.0,1541317699161.0,1.0,0.0,1.0,0.3057110583627676,2.0,7.0,0.7236883466156142
3164.0,2060968283.0,1541317698386.0,1541317699141.0,0.0,0.0,2.0,0.0,1.0,6.0,0.686275996227254
3165.0,468194169.0,1541317698807.0,1541317699462.0,0.0,0.0,3.0,0.7429706717827581,3.0,6.0,0.7791362179121651
3166.0,2877595954.0,1541317699472.0,1541317699455.0,0.0,0.0,4.0,0.001546885583847385,1.0,10.0,0.38784325942812165
3167.0,3894718950.0,1541317699046.0,1541317699082.0,1.0,0.0,6.0,0.06064210981024087,3.0,1.0,0.6647091068163041
3168.0,2245886087.0,1541317698273.0,1541317698535.0,0.0,0.0,3.0,0.15524943890729348,3.0,2.0,0.9060564252973331
3169.0,3584194674.0,1541317698633.0,1541317698889.0,1.0,0.0,6.0,0.0,1.0,7.0,0.7365210906708305
3170.0,2211709108.0,1541317698727.0,1541317699822.0,1.0,0.0,8.0,0.6963697471467084,3.0,6.0,0.7118590648457842
3171.0,302625638.0,1541317698352.0,1541317698256.0,1.0,0.0,7.0,0.2751183473092066,6.0,5.0,0.3522560919128579
3172.0,1163374539.0,1541317699115.0,1541317699853.0,1.0,0.0,2.0,0.2413104539440058,0.0,1.0,0.5399180299429074
3173.0,2520988400.0,1541317699955.0,1541317701064.0,0.0,0.0,0.0,0.0,5.0,4.0,0.600751263705269
3174.0,355992104.0,1541317698782.0,1541317699095.0,0.0,0.0,3.0,1.0,0.0,3.0,0.7692859502050211
3175.0,2405288188.0,1541317698563.0,1541317699458.0,0.0,0.0,3.0,0.0,0.0,10.0,0.7657218005551709
3176.0,4217132578.0,1541317699223.0,1541317699696.0,0.0,0.0,4.0,0.39799622103894905,8.0,1.0,0.5866497132342985
3177.0,3411367413.0,1541317698906.0,1541317699223.0,1.0,0.0,4.0,0.0,0.0,9.0,0.7709227647305634
3178.0,2872174577.0,1541317698132.0,1541317698122.0,0.0,0.0,0.0,0.05404149677372431,5.0,2.0,0.36774627064242216
3179.0,2959276570.0,1541317698761.0,1541317698369.0,0.0,0.0,6.0,0.5835776237471524,2.0,11.0,0.7589348815979466
3180.0,1026316082.0,1541317699050.0,1541317699762.0,0.0,0.0,1.0,0.019817851415875443,4.0,12.0,0.9130613458925754
3181.0,3710902653.0,1541317699780.0,1541317700243.0,0.0,0.0,4.0,0.2620127955172007,0.0,6.0,0.4152680322070399
3182.0,955079937.0,1541317698476.0,1541317698793.0,0.0,0.0,0.0,0.005445090437783545,2.0,4.0,0.738463109053184
3183.0,2350131454.0,1541317698937.0,1541317700156.0,1.0,0.0,3.0,0.14402178801848586,0.0,9.0,0.5691476595028576
3184.0,1857544300.0,1541317698487.0,1541317699872.0,0.0,0.0,0.0,0.26468785778910725,1.0,1.0,0.7433990740158523
3185.0,2970280138.0,1541317698755.0,1541317699306.0,1.0,0.0,0.0,0.5001413983158437,3.0,1.0,0.868211062916306
3186.0,2301240646.0,1541317698537.0,1541317699000.0,0.0,0.0,3.0,0.028296986252399958,11.0,10.0,0.7304840316702012
3187.0,2897392283.0,1541317699098.0,1541317700198.0,0.0,0.0,2.0,0.6190188902739662,2.0,3.0,0.623160267693284
3188.0,1446597400.0,1541317698624.0,1541317698743.0,0.0,0.0,2.0,0.0,0.0,1.0,0.7343492018965542
3189.0,4287352493.0,1541317698769.0,1541317698950.0,0.0,0.0,2.0,0.30862761123133914,6.0,4.0,0.9354063978396437
3190.0,488073252.0,1541317698543.0,1541317698733.0,0.0,0.0,5.0,0.06745075043253071,4.0,4.0,0.6861221967276572
3191.0,247867861.0,1541317698851.0,1541317699926.0,0.0,0.0,2.0,0.0,3.0,3.0,0.5893228103876347
3192.0,3554121975.0,1541317698513.0,1541317698309.0,1.0,0.0,0.0,0.0,1.0,8.0,0.8318830023665288
3193.0,3681167092.0,1541317699162.0,1541317699605.0,0.0,0.0,6.0,0.0,0.0,3.0,0.6930817618794745
3194.0,2063155560.0,1541317699269.0,1541317699237.0,0.0,0.0,2.0,0.5063559623836502,4.0,3.0,0.2614685956028387
3195.0,4035091972.0,1541317698424.0,1541317699327.0,1.0,0.0,2.0,0.05098381148904512,3.0,7.0,0.5637852726778976
3196.0,3647940986.0,1541317699478.0,1541317699428.0,1.0,0.0,9.0,0.0,2.0,6.0,0.9251886011440364
3197.0,360029084.0,1541317699075.0,1541317699191.0,0.0,0.0,1.0,0.8243709816720775,0.0,10.0,0.2898853971278702
3198.0,1192546935.0,1541317698725.0,1541317698895.0,1.0,0.0,1.0,0.0,0.0,10.0,0.7253828719957656
3199.0,1629792706.0,1541317699805.0,1541317699382.0,1.0,0.0,4.0,0.0,4.0,10.0,0.5471977372012791
3200.0,4248054672.0,1541317698581.0,1541317699515.0,0.0,0.0,1.0,0.0,0.0,11.0,0.5007502305001199
3201.0,3091096553.0,1541317698340.0,1541317699004.0,0.0,0.0,0.0,0.890291086858145,3.0,6.0,0.5940440592301948
3202.0,2413975489.0,1541317698975.0,1541317698711.0,1.0,0.0,2.0,0.19288157609027476,4.0,11.0,0.724157201185111
3203.0,2170192933.0,1541317699409.0,1541317699667.0,0.0,0.0,1.0,0.5325684523514185,0.0,6.0,0.9134496383827926
3204.0,3258231461.0,1541317698901.0,1541317699673.0,0.0,0.0,0.0,0.72560388328609,7.0,1.0,0.9682459820547117
3205.0,4189449812.0,1541317699545.0,1541317699961.0,0.0,0.0,6.0,0.2728120989581759,2.0,2.0,0.8299871329231105
3206.0,3567369808.0,1541317698238.0,1541317698002.0,0.0,0.0,4.0,0.41018788723588273,5.0,1.0,0.918182832723498
3207.0,2325730925.0,1541317699094.0,1541317699947.0,1.0,0.0,1.0,0.23589589619038623,3.0,16.0,0.8549043155918529
3208.0,3841148390.0,1541317699173.0,1541317699078.0,0.0,0.0,0.0,0.0,3.0,7.0,0.6946773740150853
3209.0,3403871092.0,1541317698404.0,1541317699067.0,1.0,0.0,3.0,0.390688891093532,1.0,10.0,0.8585113933697894
3210.0,1197386994.0,1541317698926.0,1541317699088.0,0.0,0.0,0.0,0.0,6.0,4.0,0.6329827436534583
3211.0,452348027.0,1541317699656.0,1541317700221.0,0.0,0.0,6.0,0.4246973912079427,4.0,2.0,0.7978582801869886
3212.0,127378120.0,1541317699582.0,1541317700141.0,0.0,0.0,5.0,0.0,2.0,9.0,0.526830184898599
3213.0,1171339316.0,1541317698906.0,1541317699682.0,0.0,0.0,3.0,0.11657468958503976,0.0,7.0,1.0
3214.0,3407267666.0,1541317699152.0,1541317698650.0,1.0,0.0,2.0,0.11250929964976805,5.0,1.0,0.6389409747621388
3215.0,338848450.0,1541317698253.0,1541317699164.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6198196990965406
3216.0,3914541449.0,1541317698793.0,1541317699386.0,0.0,0.0,2.0,0.0,5.0,2.0,0.8580670299176822
3217.0,1713647031.0,1541317699128.0,1541317699410.0,0.0,0.0,2.0,0.027067692221948048,3.0,12.0,0.7845082652155948
3218.0,592754350.0,1541317698677.0,1541317699243.0,1.0,0.0,6.0,0.0,2.0,0.0,0.5983778457714346
3219.0,1599222028.0,1541317699127.0,1541317699994.0,0.0,0.0,1.0,0.0,5.0,3.0,0.30681300065198175
