work_id,start_time,end_time,music,num_interruptions,workspace_volume,num_meetings,num_breaks,progress
1024.0,1541302553516.0,1541302553419.0,0.0,3.0,0.38000969625184566,3.0,3.0,0.900876917330647
1025.0,1541302554626.0,1541302555408.0,0.0,4.0,0.0,0.0,7.0,0.2969024796195192
1026.0,1541302553179.0,1541302554091.0,0.0,6.0,0.21901317770418038,5.0,0.0,0.8588120862444759
1027.0,1541302554079.0,1541302554983.0,1.0,3.0,0.14133782474133916,0.0,2.0,0.5038459277612628
1028.0,1541302553620.0,1541302553849.0,0.0,0.0,0.0,3.0,8.0,0.6612093961468289
1029.0,1541302553370.0,1541302554162.0,0.0,4.0,0.42592179772841343,3.0,2.0,0.4746250093983576
1030.0,1541302553835.0,1541302554781.0,0.0,3.0,0.0,4.0,3.0,0.6753374753927442
1031.0,1541302554125.0,1541302554197.0,0.0,6.0,0.1607168049410678,3.0,8.0,0.6029341237959377
1032.0,1541302553111.0,1541302553787.0,0.0,3.0,0.0,0.0,0.0,0.536998727435886
1033.0,1541302553692.0,1541302554095.0,1.0,2.0,0.0,0.0,1.0,0.8463876923122337
1034.0,1541302554251.0,1541302554517.0,0.0,0.0,0.2658102591865818,5.0,5.0,0.6101703080514376
1035.0,1541302554371.0,1541302555753.0,0.0,5.0,0.5701086194109376,0.0,7.0,0.7979693616103409
1036.0,1541302553784.0,1541302554575.0,1.0,0.0,0.0,0.0,1.0,0.7478231550086967
1037.0,1541302553789.0,1541302554118.0,0.0,1.0,0.0,2.0,3.0,0.3210411720428254
1038.0,1541302554045.0,1541302553951.0,0.0,2.0,0.0,9.0,4.0,1.0
1039.0,1541302553708.0,1541302554121.0,0.0,0.0,0.5229912972561953,3.0,1.0,0.45236039399329714
1040.0,1541302553152.0,1541302553792.0,0.0,1.0,0.06072294276907927,2.0,6.0,0.8498095729871334
1041.0,1541302553745.0,1541302553947.0,0.0,1.0,0.5366090050517739,7.0,5.0,0.34261352870659506
1042.0,1541302552763.0,1541302553559.0,0.0,0.0,0.0,9.0,9.0,0.8239296628919764
1043.0,1541302553434.0,1541302554099.0,0.0,5.0,0.0,1.0,5.0,0.6607816072409436
1044.0,1541302554329.0,1541302554835.0,0.0,3.0,0.7715060706912349,1.0,15.0,0.6986095383711499
1045.0,1541302553292.0,1541302554526.0,0.0,3.0,0.0,0.0,12.0,0.7963164962220571
1046.0,1541302553577.0,1541302554198.0,0.0,0.0,0.04807453490903854,2.0,6.0,0.8481279301534487
1047.0,1541302553406.0,1541302553639.0,0.0,3.0,0.37832149967499606,1.0,6.0,0.5969028009116605
1048.0,1541302553854.0,1541302553977.0,0.0,4.0,0.8598426311979358,5.0,2.0,0.7623251977807584
1049.0,1541302553984.0,1541302554515.0,0.0,1.0,0.03695068844656875,1.0,0.0,0.8897132824118132
1050.0,1541302553664.0,1541302555233.0,0.0,0.0,0.0,6.0,8.0,0.8717051599287994
1051.0,1541302553532.0,1541302554084.0,0.0,4.0,0.0,3.0,6.0,0.9241416265592999
1052.0,1541302554267.0,1541302554643.0,0.0,4.0,0.0,2.0,7.0,0.45196541923544176
1053.0,1541302553859.0,1541302554853.0,0.0,4.0,0.6434719407887483,1.0,4.0,0.550777716084853
1054.0,1541302554243.0,1541302554557.0,0.0,4.0,0.2541456375971659,6.0,3.0,0.5808611612295077
1055.0,1541302553314.0,1541302553885.0,0.0,2.0,0.01369516812648329,3.0,8.0,0.5139447948666738
1056.0,1541302554113.0,1541302554744.0,0.0,0.0,0.0,1.0,17.0,0.7860320877430093
1057.0,1541302553118.0,1541302553643.0,0.0,0.0,0.32235953856325394,4.0,13.0,0.8796837881629654
1058.0,1541302554081.0,1541302553808.0,1.0,3.0,1.0,2.0,19.0,0.6158902451008432
1059.0,1541302554345.0,1541302555191.0,0.0,2.0,0.6967877693328569,0.0,3.0,0.8886652500752046
1060.0,1541302553101.0,1541302553694.0,0.0,8.0,0.4193047258080026,3.0,5.0,0.9136053522526166
1061.0,1541302553669.0,1541302554470.0,0.0,3.0,0.0,3.0,1.0,0.5964217402154408
1062.0,1541302553639.0,1541302554538.0,0.0,0.0,0.39588018014455306,1.0,7.0,0.9834317973764051
1063.0,1541302553467.0,1541302554467.0,0.0,5.0,1.0,2.0,9.0,0.9448266550989886
1064.0,1541302553580.0,1541302554181.0,0.0,6.0,0.04267529759138931,2.0,2.0,0.45213367801162274
1065.0,1541302554450.0,1541302555527.0,1.0,5.0,0.08953358063765195,2.0,2.0,0.6941276423222624
1066.0,1541302553881.0,1541302554926.0,0.0,0.0,0.0672934157502483,8.0,2.0,1.0
1067.0,1541302553398.0,1541302553978.0,0.0,4.0,1.0,4.0,3.0,0.8959765705322077
1068.0,1541302553541.0,1541302553477.0,0.0,0.0,0.20963904107540682,0.0,13.0,0.7238917811705586
1069.0,1541302554044.0,1541302554529.0,0.0,0.0,0.23644603813550052,5.0,7.0,0.74534896340422
1070.0,1541302553662.0,1541302553792.0,0.0,2.0,0.30620331940036616,7.0,10.0,0.5075522985653471
1071.0,1541302553192.0,1541302553952.0,1.0,2.0,0.5392172078106726,0.0,11.0,0.45622318774706505
1072.0,1541302553938.0,1541302554495.0,0.0,4.0,0.0,0.0,4.0,0.4691108330560205
1073.0,1541302554182.0,1541302555401.0,0.0,5.0,0.0,0.0,12.0,0.7724015654614977
1074.0,1541302553379.0,1541302553853.0,0.0,8.0,0.6907768717442535,7.0,10.0,0.3001749247925825
1075.0,1541302553367.0,1541302553932.0,0.0,2.0,0.0,0.0,9.0,0.7728470158530966
1076.0,1541302554278.0,1541302554169.0,0.0,3.0,0.4411306550494395,4.0,7.0,0.6443553994721954
1077.0,1541302553610.0,1541302554197.0,0.0,3.0,0.0,0.0,2.0,0.8865583605274078
1078.0,1541302553954.0,1541302554455.0,0.0,7.0,0.0,4.0,8.0,0.6521485526403735
1079.0,1541302553635.0,1541302553948.0,1.0,1.0,0.0027310052107233362,0.0,0.0,0.9211422621435493
1080.0,1541302553879.0,1541302554614.0,0.0,0.0,0.599765591496038,0.0,0.0,0.9411987317658002
1081.0,1541302554300.0,1541302555114.0,0.0,7.0,0.0,6.0,8.0,0.6869683983710706
1082.0,1541302553402.0,1541302554467.0,1.0,8.0,0.0,4.0,15.0,0.4432982871314349
1083.0,1541302553618.0,1541302553522.0,0.0,3.0,0.7061463390185554,0.0,1.0,0.735772783375742
1084.0,1541302553724.0,1541302554458.0,0.0,3.0,0.44094521952312915,1.0,0.0,0.9451560140788249
1085.0,1541302553920.0,1541302554531.0,1.0,1.0,0.0,2.0,9.0,0.48200512316273086
1086.0,1541302553747.0,1541302553903.0,0.0,1.0,1.0,0.0,8.0,0.41707532797001934
1087.0,1541302553550.0,1541302553978.0,0.0,2.0,0.2272102890820656,4.0,11.0,0.48915834676656234
1088.0,1541302553378.0,1541302554088.0,0.0,1.0,0.0,1.0,3.0,0.9737401041348321
1089.0,1541302553356.0,1541302554039.0,1.0,5.0,0.0,5.0,8.0,1.0
1090.0,1541302554468.0,1541302554623.0,0.0,6.0,0.3071058176135475,1.0,4.0,0.7746132022261443
1091.0,1541302553879.0,1541302553715.0,0.0,6.0,0.0,4.0,5.0,0.9095268161766941
1092.0,1541302553060.0,1541302553431.0,0.0,1.0,1.0,5.0,9.0,0.8901496083040165
1093.0,1541302553150.0,1541302553546.0,0.0,7.0,0.7757671242935652,1.0,0.0,0.7755598159819811
1094.0,1541302553955.0,1541302554767.0,0.0,2.0,0.0,3.0,2.0,0.8529843258547847
1095.0,1541302553714.0,1541302554550.0,0.0,2.0,0.0,3.0,7.0,0.8907814701773782
1096.0,1541302554170.0,1541302554798.0,0.0,5.0,0.3667492868694381,2.0,3.0,0.8693340625276249
1097.0,1541302553453.0,1541302553530.0,1.0,6.0,1.0,3.0,4.0,0.6864973762014965
1098.0,1541302553238.0,1541302553152.0,0.0,1.0,0.0,2.0,3.0,0.7557191119378993
1099.0,1541302553903.0,1541302554453.0,0.0,2.0,0.0,0.0,0.0,0.818828832236622
1100.0,1541302553513.0,1541302554224.0,0.0,3.0,0.0,4.0,2.0,0.8278675082144307
1101.0,1541302554092.0,1541302555466.0,0.0,0.0,0.0,4.0,8.0,0.7891275025715472
1102.0,1541302553488.0,1541302554262.0,0.0,3.0,0.016826356170032114,0.0,7.0,0.4285756868475711
1103.0,1541302553705.0,1541302554113.0,0.0,2.0,0.1593833925754461,3.0,2.0,0.7575962922041403
1104.0,1541302554211.0,1541302555438.0,0.0,1.0,0.21624836343854453,0.0,9.0,0.6158803919007014
1105.0,1541302553644.0,1541302554889.0,0.0,5.0,0.5240002331080006,2.0,0.0,0.6613040361767833
1106.0,1541302553670.0,1541302554445.0,0.0,1.0,0.3731425151765875,1.0,4.0,0.6987179528270107
1107.0,1541302553399.0,1541302553674.0,0.0,5.0,0.5640067670847906,2.0,6.0,0.751589736126079
1108.0,1541302553370.0,1541302553853.0,0.0,5.0,0.49949808876737256,3.0,15.0,0.6463043228840525
1109.0,1541302553388.0,1541302554696.0,0.0,1.0,0.5355121321239443,3.0,9.0,0.3376077574482426
1110.0,1541302553849.0,1541302554218.0,0.0,4.0,0.0,4.0,12.0,0.49706292342601943
1111.0,1541302553534.0,1541302553637.0,1.0,5.0,0.0,1.0,5.0,0.872636080308061
1112.0,1541302553176.0,1541302554180.0,0.0,2.0,0.14804418605665842,5.0,12.0,0.38707629129071836
1113.0,1541302553019.0,1541302553279.0,0.0,6.0,0.2725602031471746,1.0,2.0,0.6584737741437581
1114.0,1541302553074.0,1541302554034.0,0.0,0.0,0.1805298589936468,6.0,3.0,0.7230971978555328
1115.0,1541302553605.0,1541302554067.0,0.0,1.0,0.0,2.0,8.0,0.45103954096379983
1116.0,1541302553138.0,1541302553135.0,0.0,5.0,0.0,0.0,6.0,0.4815046325278557
1117.0,1541302553824.0,1541302554278.0,0.0,6.0,1.0,1.0,7.0,0.5147950583852181
1118.0,1541302553407.0,1541302553520.0,0.0,4.0,0.3053642006364635,3.0,4.0,0.7618351484427351
1119.0,1541302553987.0,1541302555036.0,0.0,5.0,0.3141052802064657,0.0,10.0,0.9582968235833034
1120.0,1541302553125.0,1541302552969.0,0.0,1.0,0.36943268793482054,0.0,11.0,0.5012593986413211
1121.0,1541302553434.0,1541302554499.0,0.0,6.0,0.0,2.0,9.0,0.6136838784297453
1122.0,1541302553932.0,1541302553832.0,1.0,0.0,0.0,1.0,3.0,0.7829939608163047
1123.0,1541302553815.0,1541302554695.0,0.0,0.0,0.0,4.0,9.0,0.7878464334923256
1124.0,1541302553387.0,1541302553743.0,1.0,7.0,0.07437737500467921,2.0,5.0,0.47252939802527394
1125.0,1541302553645.0,1541302553403.0,0.0,6.0,0.13354731009951726,0.0,10.0,0.6657766952361642
1126.0,1541302554513.0,1541302555717.0,0.0,5.0,0.0,2.0,4.0,1.0
1127.0,1541302553103.0,1541302554124.0,0.0,3.0,0.0,2.0,11.0,0.554223000265168
1128.0,1541302553592.0,1541302554129.0,0.0,3.0,0.058993762711585455,1.0,1.0,0.5788289653638755
1129.0,1541302553036.0,1541302553858.0,0.0,2.0,0.058727594395590235,1.0,9.0,0.7672676849602305
1130.0,1541302553953.0,1541302554295.0,0.0,6.0,0.5092662428668108,1.0,1.0,1.0
1131.0,1541302554193.0,1541302554545.0,0.0,0.0,0.0141386983194466,6.0,10.0,0.6857023049559738
1132.0,1541302553021.0,1541302554422.0,0.0,4.0,1.0,0.0,1.0,0.7378201337804532
1133.0,1541302552961.0,1541302554414.0,0.0,10.0,0.0,3.0,1.0,1.0
1134.0,1541302553318.0,1541302553637.0,0.0,0.0,0.0,8.0,1.0,0.6056543235163506
1135.0,1541302554539.0,1541302555344.0,1.0,1.0,0.0,5.0,4.0,0.6413733258750282
1136.0,1541302553550.0,1541302553377.0,1.0,4.0,0.674206089218952,3.0,8.0,0.8345230492326996
1137.0,1541302553715.0,1541302553593.0,0.0,2.0,0.6511158288102417,7.0,0.0,0.6710273786709041
1138.0,1541302554070.0,1541302555088.0,0.0,1.0,0.7720656036469299,4.0,0.0,0.5794584126430916
1139.0,1541302553630.0,1541302554128.0,1.0,6.0,0.35598175125457576,2.0,4.0,0.8411758026367917
1140.0,1541302553911.0,1541302555208.0,0.0,3.0,0.0,9.0,7.0,0.35752755100364236
1141.0,1541302553933.0,1541302554527.0,0.0,2.0,0.0,2.0,4.0,0.469528073921875
1142.0,1541302553940.0,1541302554901.0,1.0,6.0,0.2447710814691937,4.0,1.0,0.8903166363944337
1143.0,1541302553813.0,1541302554161.0,0.0,1.0,0.0,0.0,4.0,0.6592036935245964
1144.0,1541302553333.0,1541302554246.0,1.0,5.0,0.9191844303569383,1.0,8.0,0.6185147501961351
1145.0,1541302553567.0,1541302554050.0,0.0,0.0,0.4757762614329649,8.0,11.0,0.6870291132572567
1146.0,1541302554335.0,1541302554596.0,0.0,4.0,0.0,6.0,2.0,0.7584353719538967
1147.0,1541302553901.0,1541302555230.0,0.0,1.0,0.0,2.0,10.0,0.6730455062164302
1148.0,1541302553565.0,1541302553758.0,1.0,6.0,0.2829792735330431,3.0,3.0,0.9037342907378468
1149.0,1541302553508.0,1541302552972.0,0.0,0.0,0.14741062632308566,4.0,3.0,1.0
1150.0,1541302554045.0,1541302554581.0,0.0,4.0,0.0,6.0,9.0,0.2478309367650443
1151.0,1541302553642.0,1541302553487.0,0.0,1.0,0.09920051370403327,3.0,14.0,0.6468269215879021
1152.0,1541302553417.0,1541302554057.0,1.0,2.0,0.0,4.0,9.0,0.7587798623259271
1153.0,1541302554427.0,1541302554290.0,0.0,7.0,0.8613852999006677,2.0,3.0,0.5683666505918015
1154.0,1541302553391.0,1541302553261.0,0.0,5.0,0.0,3.0,1.0,0.9988873272604909
1155.0,1541302553602.0,1541302554269.0,0.0,0.0,0.0,3.0,3.0,0.7616752986473431
1156.0,1541302553445.0,1541302553970.0,0.0,0.0,0.8381631570624583,3.0,12.0,0.6133606275132371
1157.0,1541302553345.0,1541302553709.0,0.0,7.0,0.0,0.0,4.0,0.4056253813715969
1158.0,1541302554357.0,1541302554568.0,0.0,3.0,0.0,4.0,11.0,1.0
1159.0,1541302553523.0,1541302554075.0,0.0,5.0,0.4138738992285059,0.0,1.0,0.43475031799460584
1160.0,1541302553524.0,1541302553399.0,1.0,1.0,0.0,2.0,0.0,0.41530175265577307
1161.0,1541302553911.0,1541302554674.0,1.0,2.0,0.23605146255043105,0.0,0.0,0.9757436066769409
1162.0,1541302553550.0,1541302554086.0,1.0,1.0,0.0,2.0,8.0,0.6911468854392069
1163.0,1541302552668.0,1541302553559.0,0.0,0.0,0.22518542697920738,0.0,5.0,0.8020938727277478
1164.0,1541302553729.0,1541302553784.0,0.0,4.0,0.20895830380430375,1.0,4.0,1.0
1165.0,1541302554175.0,1541302554730.0,0.0,4.0,0.0,4.0,8.0,0.4729199720821149
1166.0,1541302553410.0,1541302554101.0,1.0,0.0,0.0,4.0,3.0,0.8104356224567724
1167.0,1541302553537.0,1541302553394.0,1.0,3.0,0.576088112237236,4.0,2.0,0.498397684848335
1168.0,1541302553972.0,1541302554339.0,0.0,2.0,0.4345800505111901,0.0,7.0,0.41799326822258587
1169.0,1541302554562.0,1541302554435.0,0.0,0.0,0.0,1.0,2.0,0.9325772571157261
1170.0,1541302553911.0,1541302554559.0,0.0,7.0,0.01921544382226241,2.0,5.0,0.7541100579665286
1171.0,1541302553968.0,1541302554243.0,1.0,0.0,0.0,3.0,3.0,1.0
1172.0,1541302554285.0,1541302555157.0,0.0,2.0,0.0,4.0,7.0,0.6234842475190592
1173.0,1541302554392.0,1541302555249.0,0.0,2.0,0.32996264694706084,1.0,12.0,0.6591076671305265
1174.0,1541302553700.0,1541302552808.0,0.0,2.0,0.0,2.0,6.0,0.8084304928047421
1175.0,1541302552918.0,1541302553778.0,0.0,7.0,0.5768570022861339,0.0,10.0,0.7876370296320041
1176.0,1541302553932.0,1541302554710.0,0.0,0.0,0.0,2.0,0.0,1.0
1177.0,1541302554000.0,1541302554121.0,0.0,4.0,0.37880571085879255,3.0,2.0,0.6987721635748746
1178.0,1541302553695.0,1541302554453.0,0.0,0.0,0.0,2.0,2.0,0.6667406426526546
1179.0,1541302554120.0,1541302554033.0,0.0,4.0,0.0,1.0,0.0,0.7655623986126898
1180.0,1541302553416.0,1541302554573.0,0.0,2.0,0.7029728236589416,0.0,4.0,0.9343754097524024
1181.0,1541302553473.0,1541302553928.0,0.0,0.0,0.0,2.0,3.0,0.7925936683824234
1182.0,1541302553538.0,1541302553721.0,1.0,2.0,0.48020408614627597,0.0,2.0,0.6903710214119649
1183.0,1541302553446.0,1541302553415.0,0.0,4.0,0.0,1.0,6.0,0.9309636379796922
1184.0,1541302553318.0,1541302553892.0,1.0,2.0,0.0,0.0,8.0,0.6169370104078755
1185.0,1541302553961.0,1541302554363.0,0.0,4.0,1.0,2.0,1.0,0.5233220095777722
1186.0,1541302554113.0,1541302554657.0,1.0,8.0,0.5966970467139484,1.0,12.0,0.7031755809759074
1187.0,1541302553550.0,1541302553898.0,0.0,4.0,1.0,2.0,8.0,0.7236512314558453
1188.0,1541302554697.0,1541302555811.0,0.0,7.0,0.6784859310356028,3.0,13.0,0.6441093347777348
1189.0,1541302553410.0,1541302553519.0,1.0,2.0,0.1154463042942984,6.0,3.0,0.6486067043200735
1190.0,1541302553039.0,1541302553838.0,0.0,1.0,0.4422912705807047,5.0,5.0,0.5393639062282639
1191.0,1541302554137.0,1541302554445.0,0.0,2.0,0.19103292924794524,1.0,8.0,0.6810627879259092
1192.0,1541302553659.0,1541302554002.0,0.0,3.0,0.013851551724399391,0.0,9.0,0.8725933838812542
1193.0,1541302553853.0,1541302554712.0,1.0,2.0,0.0,1.0,4.0,0.7637717296408602
1194.0,1541302553390.0,1541302553726.0,0.0,3.0,1.0,1.0,5.0,0.5423150889932045
1195.0,1541302553390.0,1541302553680.0,0.0,0.0,0.393156252867632,0.0,6.0,0.7010163346671313
1196.0,1541302553728.0,1541302554649.0,1.0,0.0,0.0,0.0,8.0,0.5315659487466803
1197.0,1541302553562.0,1541302555578.0,1.0,0.0,0.0,6.0,12.0,0.44953368123136767
1198.0,1541302554192.0,1541302554853.0,1.0,5.0,0.0,0.0,0.0,0.7820716640596537
1199.0,1541302553525.0,1541302554168.0,1.0,3.0,0.02209644551137238,1.0,15.0,0.7210315374125034
1200.0,1541302553367.0,1541302553645.0,1.0,2.0,0.04790777695720896,0.0,3.0,1.0
1201.0,1541302553432.0,1541302554159.0,0.0,4.0,0.0,1.0,14.0,0.8395977175743395
1202.0,1541302554008.0,1541302554759.0,0.0,0.0,0.6193943565558442,5.0,6.0,0.38944963273502275
1203.0,1541302554447.0,1541302555256.0,1.0,0.0,0.3609703207450552,1.0,4.0,0.7367388085216275
1204.0,1541302554323.0,1541302554051.0,0.0,2.0,0.0,2.0,5.0,0.5554089848113133
1205.0,1541302553678.0,1541302554201.0,1.0,2.0,0.0,2.0,11.0,0.68507955493096
1206.0,1541302553192.0,1541302553637.0,0.0,5.0,0.4670915714303012,3.0,6.0,0.6146714354968801
1207.0,1541302553549.0,1541302553728.0,0.0,7.0,0.0,0.0,7.0,0.7286921608821524
1208.0,1541302553451.0,1541302553826.0,0.0,0.0,0.0,3.0,0.0,0.21097635260636222
1209.0,1541302553523.0,1541302553607.0,0.0,4.0,0.4502983820949462,0.0,0.0,0.6509883808626389
1210.0,1541302554086.0,1541302554872.0,0.0,4.0,0.7035507871110653,4.0,0.0,0.7544332607604343
1211.0,1541302554409.0,1541302554601.0,1.0,3.0,0.0,0.0,2.0,0.8089470919846021
1212.0,1541302553683.0,1541302553564.0,1.0,2.0,0.22283778993758427,4.0,3.0,0.8124819084120554
1213.0,1541302553405.0,1541302553532.0,0.0,3.0,0.0,0.0,1.0,0.7977439143980645
1214.0,1541302553810.0,1541302554618.0,0.0,0.0,0.4893563565198713,3.0,9.0,0.9462578791715349
1215.0,1541302553476.0,1541302554064.0,0.0,6.0,0.2155665883866686,3.0,13.0,0.7538855975476182
1216.0,1541302553590.0,1541302554068.0,0.0,2.0,0.6063218436700796,4.0,14.0,0.1733484312990623
1217.0,1541302553444.0,1541302554076.0,0.0,0.0,0.0,1.0,4.0,0.9300055509586492
1218.0,1541302553500.0,1541302553450.0,0.0,0.0,0.0,2.0,0.0,0.5541991033777358
1219.0,1541302553842.0,1541302554246.0,0.0,3.0,0.5132635584013928,9.0,4.0,0.8003971750010059
1220.0,1541302553721.0,1541302554757.0,0.0,3.0,0.2067987450003998,3.0,12.0,0.8564153883646235
1221.0,1541302553815.0,1541302554431.0,0.0,4.0,0.3612115482143795,2.0,8.0,0.8816171153283838
1222.0,1541302553899.0,1541302553626.0,0.0,4.0,0.8306723922406274,3.0,2.0,0.6321449417002438
1223.0,1541302553536.0,1541302554295.0,1.0,5.0,0.0,3.0,4.0,0.7381286862965338
1224.0,1541302553623.0,1541302554027.0,0.0,5.0,0.15282239623819688,4.0,1.0,0.9912942295055056
1225.0,1541302554139.0,1541302555271.0,1.0,6.0,1.0,2.0,7.0,1.0
1226.0,1541302554011.0,1541302553905.0,0.0,8.0,0.5591113857371244,2.0,7.0,0.6778798074334679
1227.0,1541302553866.0,1541302554794.0,0.0,4.0,0.0,5.0,4.0,0.8693338302300019
1228.0,1541302554018.0,1541302554944.0,0.0,0.0,0.0,3.0,9.0,0.6576178642951451
1229.0,1541302553881.0,1541302554260.0,0.0,6.0,0.0,1.0,14.0,1.0
1230.0,1541302554159.0,1541302554530.0,0.0,4.0,0.0,0.0,6.0,0.6135334217061835
1231.0,1541302554038.0,1541302554532.0,0.0,0.0,0.0,4.0,5.0,0.8575451569751027
1232.0,1541302553349.0,1541302554723.0,0.0,4.0,0.0,0.0,5.0,1.0
1233.0,1541302554330.0,1541302554836.0,1.0,3.0,0.4797598940180058,3.0,7.0,0.9474365868177115
1234.0,1541302554266.0,1541302554994.0,0.0,3.0,0.14129790386872962,1.0,0.0,0.4513233242349498
1235.0,1541302553450.0,1541302553998.0,0.0,0.0,0.0,1.0,7.0,0.5568151808350937
1236.0,1541302553064.0,1541302553850.0,0.0,4.0,0.0,2.0,1.0,0.46405853366824856
1237.0,1541302553455.0,1541302554231.0,1.0,2.0,0.0,0.0,2.0,0.42956249175848155
1238.0,1541302553646.0,1541302554470.0,0.0,1.0,0.5667889924722962,3.0,16.0,0.8388589525923971
1239.0,1541302552919.0,1541302553309.0,1.0,2.0,0.0,1.0,0.0,0.8682691487889566
1240.0,1541302553922.0,1541302553640.0,0.0,7.0,0.4620576162082012,4.0,3.0,0.8567645963490013
1241.0,1541302553966.0,1541302554327.0,1.0,7.0,0.6161798641144755,3.0,1.0,0.9369164740614668
1242.0,1541302553356.0,1541302553856.0,1.0,1.0,0.19431104282259973,2.0,6.0,0.7265628300362077
1243.0,1541302553413.0,1541302554176.0,0.0,0.0,1.0,0.0,13.0,0.9825013601766703
1244.0,1541302553307.0,1541302553733.0,0.0,3.0,0.31176202117903207,7.0,5.0,0.9402843725190794
1245.0,1541302554128.0,1541302554683.0,0.0,9.0,0.0,0.0,1.0,0.593712791677864
1246.0,1541302552889.0,1541302553450.0,1.0,4.0,0.08060454331914772,0.0,6.0,0.7301102733978594
1247.0,1541302553060.0,1541302553332.0,0.0,2.0,0.0,2.0,8.0,0.5164738824424194
1248.0,1541302553346.0,1541302553964.0,0.0,5.0,0.1984018226463249,2.0,2.0,0.7945077688676724
1249.0,1541302553119.0,1541302554263.0,0.0,6.0,0.3979877747649073,3.0,1.0,1.0
1250.0,1541302553457.0,1541302553970.0,0.0,1.0,0.6373065352857268,1.0,0.0,0.5966845509835939
1251.0,1541302554268.0,1541302554395.0,0.0,0.0,0.821778592597065,1.0,8.0,0.7558240079834849
1252.0,1541302554097.0,1541302555462.0,0.0,4.0,0.7081780988443142,4.0,12.0,0.5359331093459966
1253.0,1541302553548.0,1541302554488.0,0.0,0.0,0.0,1.0,1.0,0.4435078848937016
1254.0,1541302553338.0,1541302553610.0,1.0,4.0,0.37846014849084564,1.0,2.0,0.6739760133219521
1255.0,1541302553692.0,1541302554323.0,1.0,1.0,0.0,1.0,9.0,0.7177671194911969
1256.0,1541302553612.0,1541302553530.0,1.0,1.0,0.3188668656955898,1.0,4.0,0.43594906053755667
1257.0,1541302553476.0,1541302553354.0,0.0,4.0,0.5297133687166051,1.0,6.0,0.6568838995185117
1258.0,1541302553703.0,1541302554164.0,1.0,0.0,0.0,2.0,7.0,0.8625516485664418
1259.0,1541302553859.0,1541302554435.0,0.0,7.0,0.0,3.0,3.0,0.6035772637386798
1260.0,1541302554295.0,1541302555068.0,1.0,1.0,0.3846799464281302,4.0,11.0,0.47950545289358726
1261.0,1541302553798.0,1541302554237.0,1.0,0.0,0.0,0.0,4.0,0.5520361885604614
1262.0,1541302553369.0,1541302554371.0,0.0,0.0,0.0,6.0,10.0,0.3416153051534607
1263.0,1541302553776.0,1541302554322.0,0.0,2.0,0.03824813665187427,4.0,2.0,0.8263425339225254
1264.0,1541302554099.0,1541302554376.0,0.0,5.0,0.27900605207905804,1.0,2.0,0.5057442175680616
1265.0,1541302553624.0,1541302554526.0,1.0,6.0,0.0,0.0,0.0,0.6288580648248145
