task_id,start_time,end_time,music,num_interruptions,workspace_volume,num_meetings,num_breaks,progress
144.0,1541290912409.0,1541290913343.0,0.0,7.0,1.0,9.0,2.0,0.06947616548399665
145.0,1541290912408.0,1541290913037.0,1.0,9.0,0.49116520604190467,8.0,1.0,0.28949310157452446
146.0,1541290911989.0,1541290913171.0,0.0,10.0,1.0,3.0,2.0,0.14767910135490078
147.0,1541290911934.0,1541290912746.0,1.0,6.0,0.29220051326163304,11.0,8.0,0.15901930181263008
148.0,1541290911690.0,1541290911998.0,1.0,5.0,0.27488775138530974,0.0,4.0,0.14024003957585293
149.0,1541290912057.0,1541290911883.0,0.0,11.0,0.3367366794955129,5.0,3.0,0.026204382937458415
150.0,1541290911189.0,1541290911785.0,1.0,12.0,1.0,7.0,5.0,0.07703031286971102
151.0,1541290912667.0,1541290913483.0,0.0,8.0,0.0,4.0,2.0,0.32165218316348987
152.0,1541290911729.0,1541290911805.0,0.0,4.0,0.09589410925307296,9.0,4.0,0.4177891002832851
153.0,1541290911807.0,1541290912418.0,1.0,10.0,0.5513672665962074,6.0,2.0,0.33616504589409346
154.0,1541290912660.0,1541290913036.0,1.0,4.0,0.4021956018357585,5.0,9.0,0.150675953009684
155.0,1541290912362.0,1541290912914.0,1.0,8.0,0.12292306406143005,9.0,7.0,0.050065973552095716
156.0,1541290912065.0,1541290912550.0,1.0,8.0,0.22259030367913296,7.0,2.0,0.5520282787054129
157.0,1541290912224.0,1541290912430.0,0.0,10.0,1.0,8.0,1.0,0.07781805138585746
158.0,1541290912782.0,1541290913003.0,1.0,6.0,0.2772219344772796,10.0,7.0,0.5154033149366529
159.0,1541290912311.0,1541290912690.0,1.0,8.0,0.7902845502502462,12.0,2.0,0.44372916341530333
160.0,1541290911711.0,1541290911286.0,0.0,7.0,0.3965115200348211,7.0,7.0,0.2053366975563426
161.0,1541290911507.0,1541290912395.0,1.0,8.0,1.0,8.0,0.0,0.013547496120477648
162.0,1541290911672.0,1541290912068.0,0.0,6.0,0.9521012720996829,12.0,2.0,0.40399640811515963
163.0,1541290911174.0,1541290912301.0,0.0,7.0,1.0,10.0,2.0,0.043168927535042007
164.0,1541290912710.0,1541290912963.0,1.0,6.0,0.3997877282230949,5.0,7.0,0.4852085042567067
165.0,1541290911591.0,1541290911874.0,1.0,0.0,0.6034376396740949,9.0,4.0,0.4567318130090367
166.0,1541290912030.0,1541290912063.0,1.0,6.0,0.6448047843693616,7.0,2.0,0.05381498516903843
167.0,1541290911573.0,1541290911507.0,0.0,8.0,0.4589455328198704,5.0,6.0,0.09661512769247149
168.0,1541290911884.0,1541290912575.0,1.0,6.0,1.0,9.0,7.0,0.1723858425274723
169.0,1541290911342.0,1541290911926.0,0.0,5.0,0.3519628617235416,5.0,5.0,0.26775776685501296
170.0,1541290912297.0,1541290912490.0,1.0,3.0,0.3891479931839386,8.0,5.0,0.2562248751769416
171.0,1541290911624.0,1541290911615.0,1.0,10.0,0.39893023455483395,5.0,7.0,0.08977518169257732
172.0,1541290912918.0,1541290913104.0,0.0,10.0,0.04792251633940803,3.0,1.0,0.1509575035040534
173.0,1541290912319.0,1541290912843.0,1.0,11.0,1.0,4.0,0.0,0.37208254438360594
174.0,1541290912287.0,1541290913488.0,0.0,4.0,1.0,5.0,8.0,0.13688320187439765
175.0,1541290911770.0,1541290912384.0,1.0,11.0,0.5338948521474866,8.0,8.0,0.5346695557100489
176.0,1541290911463.0,1541290912448.0,1.0,4.0,1.0,4.0,14.0,0.6175319157697015
177.0,1541290911957.0,1541290912649.0,0.0,4.0,0.5869982090933015,6.0,1.0,0.2226486833118415
178.0,1541290912237.0,1541290912306.0,1.0,9.0,0.4199446036010606,1.0,7.0,0.11173585258156564
179.0,1541290911526.0,1541290911795.0,0.0,8.0,0.37744839564587923,4.0,2.0,0.18982670340460953
180.0,1541290912169.0,1541290912717.0,1.0,1.0,0.775335055090597,9.0,1.0,0.17138368497025697
181.0,1541290912392.0,1541290913102.0,1.0,2.0,0.47461981905223394,6.0,5.0,0.3242720636017243
182.0,1541290912389.0,1541290912723.0,1.0,4.0,1.0,10.0,1.0,0.06340845710231718
183.0,1541290911662.0,1541290911794.0,1.0,4.0,1.0,9.0,3.0,0.008759450090066456
184.0,1541290911869.0,1541290912436.0,1.0,8.0,0.08887342367456696,7.0,5.0,0.1988330512308633
185.0,1541290911905.0,1541290912795.0,0.0,7.0,0.4964900628726499,11.0,0.0,0.12803030607630744
186.0,1541290911797.0,1541290912311.0,0.0,4.0,0.15937347283368608,7.0,3.0,0.28984909326741337
187.0,1541290911924.0,1541290912644.0,1.0,9.0,1.0,7.0,4.0,0.32129584993086424
188.0,1541290912056.0,1541290911900.0,1.0,8.0,0.085388388349258,10.0,3.0,0.027965237532385945
189.0,1541290912187.0,1541290912651.0,1.0,9.0,1.0,10.0,0.0,0.274370265811562
190.0,1541290912179.0,1541290912554.0,0.0,8.0,1.0,6.0,0.0,0.03173484321444084
191.0,1541290912117.0,1541290912214.0,0.0,4.0,0.0,9.0,6.0,0.6326618443911177
192.0,1541290912107.0,1541290912735.0,1.0,9.0,0.563626089184195,5.0,5.0,0.1640366682301629
193.0,1541290911686.0,1541290912937.0,1.0,9.0,0.8709378363140354,4.0,1.0,0.14828572649816646
194.0,1541290912098.0,1541290912435.0,1.0,13.0,0.0,6.0,2.0,0.33401773222107933
195.0,1541290911932.0,1541290912747.0,1.0,5.0,0.4668697683433848,6.0,3.0,0.12809748364677026
196.0,1541290912150.0,1541290912909.0,1.0,9.0,0.20396247640887305,8.0,9.0,0.38149730929389264
197.0,1541290911958.0,1541290912223.0,1.0,4.0,1.0,11.0,1.0,0.559745351884374
198.0,1541290912043.0,1541290912404.0,1.0,3.0,0.3824872434948683,3.0,8.0,0.056749644644015634
199.0,1541290912198.0,1541290912661.0,0.0,8.0,0.6205477455664368,5.0,6.0,0.1842066987285314
200.0,1541290911761.0,1541290912086.0,1.0,12.0,0.22177521640068126,9.0,3.0,0.34303603677203864
201.0,1541290911929.0,1541290912420.0,1.0,2.0,0.7238333400406579,3.0,5.0,0.1932116819480414
202.0,1541290912848.0,1541290913308.0,1.0,4.0,0.9231285717337824,7.0,3.0,0.004500425777083622
203.0,1541290912719.0,1541290913111.0,0.0,4.0,1.0,6.0,1.0,0.49637457187447676
204.0,1541290911651.0,1541290912411.0,1.0,9.0,0.5255161104920167,8.0,4.0,0.5049122922024378
205.0,1541290912033.0,1541290912453.0,1.0,8.0,0.7547058880315028,7.0,0.0,0.13058937060785553
206.0,1541290911415.0,1541290912355.0,0.0,8.0,1.0,6.0,5.0,0.2389884037038355
207.0,1541290912023.0,1541290912989.0,0.0,7.0,1.0,10.0,1.0,0.25574759022811444
208.0,1541290911808.0,1541290911927.0,0.0,8.0,0.495783367355788,5.0,0.0,0.17388872175593967
209.0,1541290912246.0,1541290912961.0,0.0,5.0,0.5956603528508573,1.0,1.0,0.2002969607975407
210.0,1541290911693.0,1541290912080.0,0.0,6.0,0.722204495277866,5.0,1.0,0.20887814672030225
211.0,1541290912182.0,1541290912811.0,1.0,1.0,0.4699965003612144,11.0,0.0,0.3505362851406695
212.0,1541290911974.0,1541290912398.0,1.0,7.0,0.6807135768137039,4.0,0.0,0.053052094712212144
213.0,1541290911995.0,1541290912969.0,1.0,1.0,0.5520531560424575,6.0,0.0,0.39222992764419795
214.0,1541290912301.0,1541290912643.0,1.0,3.0,1.0,5.0,5.0,0.0765687956177949
215.0,1541290912369.0,1541290912987.0,0.0,2.0,0.6067511599044355,8.0,5.0,0.18884791511395688
216.0,1541290911822.0,1541290912113.0,1.0,4.0,0.8893908507694612,5.0,4.0,0.08246988537037186
217.0,1541290911763.0,1541290912365.0,1.0,3.0,0.5753761289864894,3.0,0.0,0.5343373294891057
218.0,1541290912421.0,1541290912597.0,1.0,9.0,0.4676000462467901,2.0,4.0,0.008596703254873633
219.0,1541290912340.0,1541290912789.0,1.0,7.0,1.0,5.0,3.0,0.3783753688817114
220.0,1541290912625.0,1541290912835.0,1.0,8.0,1.0,3.0,1.0,0.16177990750290241
221.0,1541290912223.0,1541290913060.0,1.0,8.0,0.029052448864672398,8.0,6.0,0.11922744027716614
222.0,1541290911465.0,1541290912130.0,0.0,4.0,0.8086228164753096,9.0,1.0,0.5256699235960713
223.0,1541290912484.0,1541290912721.0,1.0,7.0,1.0,8.0,3.0,0.37746643683561143
224.0,1541290912570.0,1541290912663.0,0.0,5.0,1.0,4.0,10.0,0.49070909905442456
225.0,1541290911403.0,1541290911664.0,1.0,5.0,0.7734495721638792,2.0,6.0,0.6548534472186285
226.0,1541290911683.0,1541290912835.0,1.0,10.0,1.0,10.0,2.0,0.30505122523565564
227.0,1541290911300.0,1541290911804.0,1.0,8.0,1.0,2.0,0.0,0.4662937916886833
228.0,1541290911741.0,1541290913043.0,1.0,11.0,0.739023479488268,4.0,0.0,0.44342866408109066
229.0,1541290911836.0,1541290912416.0,1.0,3.0,0.7822267683635764,3.0,1.0,0.038765744276545305
230.0,1541290912045.0,1541290912135.0,0.0,11.0,0.7770687667651767,10.0,3.0,0.047361685052386915
231.0,1541290911957.0,1541290912482.0,1.0,6.0,0.22593996774978609,0.0,8.0,0.156631268837614
232.0,1541290912013.0,1541290912663.0,1.0,2.0,0.14111488939713013,6.0,0.0,0.2687431424779976
233.0,1541290911887.0,1541290912093.0,0.0,8.0,1.0,8.0,3.0,0.09403948129636644
234.0,1541290911837.0,1541290912499.0,1.0,4.0,1.0,9.0,1.0,0.23932947126933127
235.0,1541290912551.0,1541290913499.0,1.0,4.0,0.6421227443653708,2.0,2.0,0.08919973218645
236.0,1541290911631.0,1541290911917.0,1.0,9.0,1.0,7.0,9.0,0.12632549264227177
237.0,1541290911541.0,1541290911971.0,0.0,3.0,1.0,9.0,1.0,0.14314757985141202
238.0,1541290912177.0,1541290912882.0,0.0,5.0,0.8758708032083566,6.0,7.0,0.37388980620827117
239.0,1541290912646.0,1541290912667.0,1.0,5.0,0.0,8.0,5.0,0.08575568406387712
240.0,1541290912960.0,1541290913653.0,1.0,6.0,0.2841937118939161,12.0,0.0,0.14338475387890134
241.0,1541290911847.0,1541290912163.0,1.0,7.0,0.8539660718008651,7.0,2.0,0.12591286900909238
242.0,1541290911755.0,1541290912341.0,1.0,7.0,1.0,12.0,0.0,0.4969007551337304
243.0,1541290911870.0,1541290912867.0,0.0,10.0,1.0,9.0,0.0,0.39243419554149883
244.0,1541290911337.0,1541290911818.0,1.0,1.0,0.9963400861543754,8.0,5.0,0.5082295294107821
245.0,1541290912356.0,1541290913030.0,0.0,10.0,0.6449372255702592,2.0,3.0,0.18199355727821492
246.0,1541290912548.0,1541290912558.0,1.0,13.0,1.0,6.0,0.0,0.3423127593165519
247.0,1541290911178.0,1541290911814.0,1.0,4.0,0.569352415270097,9.0,8.0,0.006338431040541381
248.0,1541290912364.0,1541290913028.0,1.0,6.0,1.0,3.0,1.0,0.25160965591631806
249.0,1541290912398.0,1541290913276.0,1.0,10.0,0.08642924185916467,10.0,1.0,0.015562301905484632
250.0,1541290911600.0,1541290912147.0,1.0,5.0,0.7082808389078721,4.0,1.0,0.44749173694825356
251.0,1541290911618.0,1541290912253.0,0.0,4.0,0.39237436244905954,7.0,14.0,0.316098779296599
252.0,1541290911642.0,1541290911394.0,1.0,9.0,0.4972237098680401,4.0,0.0,0.09587059404599754
253.0,1541290911332.0,1541290911420.0,0.0,2.0,0.6433716673216752,6.0,2.0,0.5561548816950157
254.0,1541290911541.0,1541290912104.0,0.0,7.0,0.16439548951498606,10.0,2.0,0.2113153618560218
255.0,1541290912205.0,1541290912642.0,1.0,5.0,0.04535229390986484,8.0,2.0,0.17318504927095416
256.0,1541290912646.0,1541290913406.0,0.0,4.0,0.5778025043895326,5.0,4.0,0.3322233604300011
257.0,1541290911253.0,1541290912105.0,0.0,10.0,1.0,3.0,4.0,0.27573768992278014
258.0,1541290911490.0,1541290912053.0,1.0,7.0,1.0,7.0,1.0,0.3568644665367674
259.0,1541290912364.0,1541290913277.0,1.0,8.0,0.2472583783174634,8.0,1.0,0.3406778231245312
260.0,1541290911837.0,1541290911790.0,1.0,2.0,0.7593680450901499,3.0,0.0,0.10718097985607244
261.0,1541290912352.0,1541290912547.0,1.0,9.0,0.3194533144051921,6.0,4.0,0.23212913495375664
262.0,1541290911689.0,1541290912507.0,0.0,6.0,0.6682721875958969,8.0,2.0,0.58928125506057
263.0,1541290911978.0,1541290912533.0,0.0,1.0,0.0,6.0,1.0,0.11811620630729391
264.0,1541290911144.0,1541290911761.0,1.0,8.0,0.64673847978779,1.0,0.0,0.0806020358189406
265.0,1541290912567.0,1541290912941.0,1.0,9.0,0.9718924950358923,5.0,1.0,0.4880164213152265
